"Plot Title: LAKSHMI"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 20183678, SEN S/N: 20183678, LBL: PRES)","Temp, °C (LGR S/N: 20183678, SEN S/N: 20183678, LBL: TMP)","Coupler Detached (LGR S/N: 20183678)","Coupler Attached (LGR S/N: 20183678)","Host Connected (LGR S/N: 20183678)","Stopped (LGR S/N: 20183678)","End Of File (LGR S/N: 20183678)"
5455,03.30.20 klo 01.00.00 ip.,96.609,19.948,,,,,
5456,03.30.20 klo 01.30.00 ip.,96.626,20.138,,,,,
5457,03.30.20 klo 02.00.00 ip.,96.630,20.234,,,,,
5458,03.30.20 klo 02.30.00 ip.,96.634,20.329,,,,,
5459,03.30.20 klo 03.00.00 ip.,96.622,20.043,,,,,
5460,03.30.20 klo 03.30.00 ip.,96.604,19.567,,,,,
5461,03.30.20 klo 04.00.00 ip.,96.626,19.377,,,,,
5462,03.30.20 klo 04.30.00 ip.,96.642,19.282,,,,,
5463,03.30.20 klo 05.00.00 ip.,96.707,19.187,,,,,
5464,03.30.20 klo 05.30.00 ip.,96.713,19.092,,,,,
5465,03.30.20 klo 06.00.00 ip.,96.733,19.092,,,,,
5466,03.30.20 klo 06.30.00 ip.,96.724,19.377,,,,,
5467,03.30.20 klo 07.00.00 ip.,96.738,19.472,,,,,
5468,03.30.20 klo 07.30.00 ip.,96.738,19.472,,,,,
5469,03.30.20 klo 08.00.00 ip.,96.734,19.377,,,,,
5470,03.30.20 klo 08.30.00 ip.,96.709,18.996,,,,,
5471,03.30.20 klo 09.00.00 ip.,96.663,18.806,,,,,
5472,03.30.20 klo 09.30.00 ip.,96.659,18.711,,,,,
5473,03.30.20 klo 10.00.00 ip.,96.675,18.616,,,,,
5474,03.30.20 klo 10.30.00 ip.,96.661,18.521,,,,,
5475,03.30.20 klo 11.00.00 ip.,96.624,18.331,,,,,
5476,03.30.20 klo 11.30.00 ip.,96.627,18.140,,,,,
5477,03.31.20 klo 12.00.00 ap.,96.574,18.045,,,,,
5478,03.31.20 klo 12.30.00 ap.,96.509,18.140,,,,,
5479,03.31.20 klo 01.00.00 ap.,96.503,18.236,,,,,
5480,03.31.20 klo 01.30.00 ap.,96.471,18.426,,,,,
5481,03.31.20 klo 02.00.00 ap.,96.467,18.331,,,,,
5482,03.31.20 klo 02.30.00 ap.,96.479,18.140,,,,,
5483,03.31.20 klo 03.00.00 ap.,96.519,18.140,,,,,
5484,03.31.20 klo 03.30.00 ap.,96.543,17.760,,,,,
5485,03.31.20 klo 04.00.00 ap.,96.549,17.665,,,,,
5486,03.31.20 klo 04.30.00 ap.,96.553,17.760,,,,,
5487,03.31.20 klo 05.00.00 ap.,96.564,18.045,,,,,
5488,03.31.20 klo 05.30.00 ap.,96.538,18.140,,,,,
5489,03.31.20 klo 06.00.00 ap.,96.528,18.140,,,,,
5490,03.31.20 klo 06.30.00 ap.,96.528,18.140,,,,,
5491,03.31.20 klo 07.00.00 ap.,96.558,18.140,,,,,
5492,03.31.20 klo 07.30.00 ap.,96.568,18.140,,,,,
5493,03.31.20 klo 08.00.00 ap.,96.584,18.045,,,,,
5494,03.31.20 klo 08.30.00 ap.,96.613,18.045,,,,,
5495,03.31.20 klo 09.00.00 ap.,96.633,18.045,,,,,
5496,03.31.20 klo 09.30.00 ap.,96.607,18.140,,,,,
5497,03.31.20 klo 10.00.00 ap.,96.607,18.140,,,,,
5498,03.31.20 klo 10.30.00 ap.,96.621,18.236,,,,,
5499,03.31.20 klo 11.00.00 ap.,96.634,18.331,,,,,
5500,03.31.20 klo 11.30.00 ap.,96.618,18.426,,,,,
5501,03.31.20 klo 12.00.00 ip.,96.602,18.521,,,,,
5502,03.31.20 klo 12.30.00 ip.,96.612,18.521,,,,,
5503,03.31.20 klo 01.00.00 ip.,96.606,18.616,,,,,
5504,03.31.20 klo 01.30.00 ip.,96.608,18.426,,,,,
5505,03.31.20 klo 02.00.00 ip.,96.611,18.236,,,,,
5506,03.31.20 klo 02.30.00 ip.,96.638,18.426,,,,,
5507,03.31.20 klo 03.00.00 ip.,96.660,18.236,,,,,
5508,03.31.20 klo 03.30.00 ip.,96.640,18.236,,,,,
5509,03.31.20 klo 04.00.00 ip.,96.648,18.426,,,,,
5510,03.31.20 klo 04.30.00 ip.,96.687,18.426,,,,,
5511,03.31.20 klo 05.00.00 ip.,96.673,18.331,,,,,
5512,03.31.20 klo 05.30.00 ip.,96.689,18.236,,,,,
5513,03.31.20 klo 06.00.00 ip.,96.686,18.140,,,,,
5514,03.31.20 klo 06.30.00 ip.,96.696,18.140,,,,,
5515,03.31.20 klo 07.00.00 ip.,96.692,18.045,,,,,
5516,03.31.20 klo 07.30.00 ip.,96.711,18.045,,,,,
5517,03.31.20 klo 08.00.00 ip.,96.735,18.140,,,,,
5518,03.31.20 klo 08.30.00 ip.,96.745,18.140,,,,,
5519,03.31.20 klo 09.00.00 ip.,96.739,18.236,,,,,
5520,03.31.20 klo 09.30.00 ip.,96.746,18.426,,,,,
5521,03.31.20 klo 10.00.00 ip.,96.769,18.521,,,,,
5522,03.31.20 klo 10.30.00 ip.,96.789,18.521,,,,,
5523,03.31.20 klo 11.00.00 ip.,96.789,18.521,,,,,
5524,03.31.20 klo 11.30.00 ip.,96.779,18.521,,,,,
5525,04.01.20 klo 12.00.00 ap.,96.809,18.521,,,,,
5526,04.01.20 klo 12.30.00 ap.,96.815,18.426,,,,,
5527,04.01.20 klo 01.00.00 ap.,96.825,18.426,,,,,
5528,04.01.20 klo 01.30.00 ap.,96.844,18.426,,,,,
5529,04.01.20 klo 02.00.00 ap.,96.841,18.331,,,,,
5530,04.01.20 klo 02.30.00 ap.,96.850,18.331,,,,,
5531,04.01.20 klo 03.00.00 ap.,96.888,18.045,,,,,
5532,04.01.20 klo 03.30.00 ap.,96.917,17.760,,,,,
5533,04.01.20 klo 04.00.00 ap.,96.919,17.570,,,,,
5534,04.01.20 klo 04.30.00 ap.,96.948,17.570,,,,,
5535,04.01.20 klo 05.00.00 ap.,96.947,17.284,,,,,
5536,04.01.20 klo 05.30.00 ap.,96.947,17.284,,,,,
5537,04.01.20 klo 06.00.00 ap.,96.990,17.379,,,,,
5538,04.01.20 klo 06.30.00 ap.,96.990,17.379,,,,,
5539,04.01.20 klo 07.00.00 ap.,97.041,17.665,,,,,
5540,04.01.20 klo 07.30.00 ap.,97.042,17.950,,,,,
5541,04.01.20 klo 08.00.00 ap.,97.040,18.140,,,,,
5542,04.01.20 klo 08.30.00 ap.,97.067,18.331,,,,,
5543,04.01.20 klo 09.00.00 ap.,97.061,18.426,,,,,
5544,04.01.20 klo 09.30.00 ap.,97.074,18.521,,,,,
5545,04.01.20 klo 10.00.00 ap.,97.088,18.616,,,,,
5546,04.01.20 klo 10.30.00 ap.,97.072,18.711,,,,,
5547,04.01.20 klo 11.00.00 ap.,97.052,18.711,,,,,
5548,04.01.20 klo 11.30.00 ap.,97.072,18.711,,,,,
5549,04.01.20 klo 12.00.00 ip.,97.091,18.711,,,,,
5550,04.01.20 klo 12.30.00 ip.,97.101,18.711,,,,,
5551,04.01.20 klo 01.00.00 ip.,97.098,18.616,,,,,
5552,04.01.20 klo 01.30.00 ip.,97.110,18.426,,,,,
5553,04.01.20 klo 02.00.00 ip.,97.123,18.521,,,,,
5554,04.01.20 klo 02.30.00 ip.,97.127,18.616,,,,,
5555,04.01.20 klo 03.00.00 ip.,97.154,18.806,,,,,
5556,04.01.20 klo 03.30.00 ip.,97.164,18.806,,,,,
5557,04.01.20 klo 04.00.00 ip.,97.158,18.901,,,,,
5558,04.01.20 klo 04.30.00 ip.,97.142,18.996,,,,,
5559,04.01.20 klo 05.00.00 ip.,97.136,19.092,,,,,
5560,04.01.20 klo 05.30.00 ip.,97.179,19.187,,,,,
5561,04.01.20 klo 06.00.00 ip.,97.215,19.092,,,,,
5562,04.01.20 klo 06.30.00 ip.,97.212,19.282,,,,,
5563,04.01.20 klo 07.00.00 ip.,97.210,19.472,,,,,
5564,04.01.20 klo 07.30.00 ip.,97.214,19.567,,,,,
5565,04.01.20 klo 08.00.00 ip.,97.192,19.758,,,,,
5566,04.01.20 klo 08.30.00 ip.,97.244,19.853,,,,,
5567,04.01.20 klo 09.00.00 ip.,97.258,19.948,,,,,
5568,04.01.20 klo 09.30.00 ip.,97.281,20.043,,,,,
5569,04.01.20 klo 10.00.00 ip.,97.291,20.043,,,,,
5570,04.01.20 klo 10.30.00 ip.,97.285,20.138,,,,,
5571,04.01.20 klo 11.00.00 ip.,97.305,20.138,,,,,
5572,04.01.20 klo 11.30.00 ip.,97.309,20.234,,,,,
5573,04.02.20 klo 12.00.00 ap.,97.352,20.329,,,,,
5574,04.02.20 klo 12.30.00 ap.,97.381,20.329,,,,,
5575,04.02.20 klo 01.00.00 ap.,97.401,20.329,,,,,
5576,04.02.20 klo 01.30.00 ap.,97.391,20.329,,,,,
5577,04.02.20 klo 02.00.00 ap.,97.430,20.329,,,,,
5578,04.02.20 klo 02.30.00 ap.,97.450,20.329,,,,,
5579,04.02.20 klo 03.00.00 ap.,97.470,20.329,,,,,
5580,04.02.20 klo 03.30.00 ap.,97.529,20.329,,,,,
5581,04.02.20 klo 04.00.00 ap.,97.541,20.138,,,,,
5582,04.02.20 klo 04.30.00 ap.,97.577,20.043,,,,,
5583,04.02.20 klo 05.00.00 ap.,97.606,20.043,,,,,
5584,04.02.20 klo 05.30.00 ap.,97.630,20.138,,,,,
5585,04.02.20 klo 06.00.00 ap.,97.649,20.138,,,,,
5586,04.02.20 klo 06.30.00 ap.,97.659,20.138,,,,,
5587,04.02.20 klo 07.00.00 ap.,97.698,20.138,,,,,
5588,04.02.20 klo 07.30.00 ap.,97.698,20.138,,,,,
5589,04.02.20 klo 08.00.00 ap.,97.718,20.138,,,,,
5590,04.02.20 klo 08.30.00 ap.,97.728,20.138,,,,,
5591,04.02.20 klo 09.00.00 ap.,97.746,19.853,,,,,
5592,04.02.20 klo 09.30.00 ap.,97.735,19.567,,,,,
5593,04.02.20 klo 10.00.00 ap.,97.734,19.282,,,,,
5594,04.02.20 klo 10.30.00 ap.,97.740,19.187,,,,,
5595,04.02.20 klo 11.00.00 ap.,97.759,19.187,,,,,
5596,04.02.20 klo 11.30.00 ap.,97.749,19.187,,,,,
5597,04.02.20 klo 12.00.00 ip.,97.751,19.472,,,,,
5598,04.02.20 klo 12.30.00 ip.,97.778,19.662,,,,,
5599,04.02.20 klo 01.00.00 ip.,97.804,19.567,,,,,
5600,04.02.20 klo 01.30.00 ip.,97.814,19.567,,,,,
5601,04.02.20 klo 02.00.00 ip.,97.824,19.567,,,,,
5602,04.02.20 klo 02.30.00 ip.,97.861,19.758,,,,,
5603,04.02.20 klo 03.00.00 ip.,97.889,19.472,,,,,
5604,04.02.20 klo 03.30.00 ip.,97.897,19.187,,,,,
5605,04.02.20 klo 04.00.00 ip.,97.893,19.092,,,,,
5606,04.02.20 klo 04.30.00 ip.,97.927,19.187,,,,,
5607,04.02.20 klo 05.00.00 ip.,97.938,19.472,,,,,
5608,04.02.20 klo 05.30.00 ip.,97.951,19.567,,,,,
5609,04.02.20 klo 06.00.00 ip.,97.981,19.567,,,,,
5610,04.02.20 klo 06.30.00 ip.,97.971,19.567,,,,,
5611,04.02.20 klo 07.00.00 ip.,97.981,19.567,,,,,
5612,04.02.20 klo 07.30.00 ip.,97.971,19.567,,,,,
5613,04.02.20 klo 08.00.00 ip.,97.981,19.567,,,,,
5614,04.02.20 klo 08.30.00 ip.,97.985,19.662,,,,,
5615,04.02.20 klo 09.00.00 ip.,97.985,19.662,,,,,
5616,04.02.20 klo 09.30.00 ip.,98.012,19.853,,,,,
5617,04.02.20 klo 10.00.00 ip.,98.007,20.234,,,,,
5618,04.02.20 klo 10.30.00 ip.,98.028,20.519,,,,,
5619,04.02.20 klo 11.00.00 ip.,98.030,20.805,,,,,
5620,04.02.20 klo 11.30.00 ip.,98.028,20.996,,,,,
5621,04.03.20 klo 12.00.00 ap.,98.065,21.187,,,,,
5622,04.03.20 klo 12.30.00 ap.,98.059,21.282,,,,,
5623,04.03.20 klo 01.00.00 ap.,98.068,21.282,,,,,
5624,04.03.20 klo 01.30.00 ap.,98.082,21.378,,,,,
5625,04.03.20 klo 02.00.00 ap.,98.094,21.187,,,,,
5626,04.03.20 klo 02.30.00 ap.,98.103,20.901,,,,,
5627,04.03.20 klo 03.00.00 ap.,98.119,20.805,,,,,
5628,04.03.20 klo 03.30.00 ap.,98.110,21.091,,,,,
5629,04.03.20 klo 04.00.00 ap.,98.145,21.473,,,,,
5630,04.03.20 klo 04.30.00 ap.,98.149,21.569,,,,,
5631,04.03.20 klo 05.00.00 ap.,98.186,21.760,,,,,
5632,04.03.20 klo 05.30.00 ap.,98.190,21.855,,,,,
5633,04.03.20 klo 06.00.00 ap.,98.203,21.951,,,,,
5634,04.03.20 klo 06.30.00 ap.,98.207,22.046,,,,,
5635,04.03.20 klo 07.00.00 ap.,98.212,21.664,,,,,
5636,04.03.20 klo 07.30.00 ap.,98.226,21.282,,,,,
5637,04.03.20 klo 08.00.00 ap.,98.209,21.091,,,,,
5638,04.03.20 klo 08.30.00 ap.,98.212,21.187,,,,,
5639,04.03.20 klo 09.00.00 ap.,98.200,21.378,,,,,
5640,04.03.20 klo 09.30.00 ap.,98.212,21.187,,,,,
5641,04.03.20 klo 10.00.00 ap.,98.211,20.901,,,,,
5642,04.03.20 klo 10.30.00 ap.,98.213,20.710,,,,,
5643,04.03.20 klo 11.00.00 ap.,98.217,20.805,,,,,
5644,04.03.20 klo 11.30.00 ap.,98.211,20.901,,,,,
5645,04.03.20 klo 12.00.00 ip.,98.209,21.091,,,,,
5646,04.03.20 klo 12.30.00 ip.,98.226,21.282,,,,,
5647,04.03.20 klo 01.00.00 ip.,98.200,21.378,,,,,
5648,04.03.20 klo 01.30.00 ip.,98.204,21.473,,,,,
5649,04.03.20 klo 02.00.00 ip.,98.205,20.996,,,,,
5650,04.03.20 klo 02.30.00 ip.,98.190,20.615,,,,,
5651,04.03.20 klo 03.00.00 ip.,98.208,20.329,,,,,
5652,04.03.20 klo 03.30.00 ip.,98.220,20.138,,,,,
5653,04.03.20 klo 04.00.00 ip.,98.207,20.043,,,,,
5654,04.03.20 klo 04.30.00 ip.,98.203,19.948,,,,,
5655,04.03.20 klo 05.00.00 ip.,98.193,19.948,,,,,
5656,04.03.20 klo 05.30.00 ip.,98.183,19.948,,,,,
5657,04.03.20 klo 06.00.00 ip.,98.193,19.948,,,,,
5658,04.03.20 klo 06.30.00 ip.,98.177,20.043,,,,,
5659,04.03.20 klo 07.00.00 ip.,98.182,20.424,,,,,
5660,04.03.20 klo 07.30.00 ip.,98.172,20.901,,,,,
5661,04.03.20 klo 08.00.00 ip.,98.177,21.282,,,,,
5662,04.03.20 klo 08.30.00 ip.,98.204,21.473,,,,,
5663,04.03.20 klo 09.00.00 ip.,98.188,21.569,,,,,
5664,04.03.20 klo 09.30.00 ip.,98.204,21.473,,,,,
5665,04.03.20 klo 10.00.00 ip.,98.202,21.664,,,,,
5666,04.03.20 klo 10.30.00 ip.,98.212,21.664,,,,,
5667,04.03.20 klo 11.00.00 ip.,98.196,21.760,,,,,
5668,04.03.20 klo 11.30.00 ip.,98.215,21.760,,,,,
5669,04.04.20 klo 12.00.00 ap.,98.219,21.855,,,,,
5670,04.04.20 klo 12.30.00 ap.,98.184,21.951,,,,,
5671,04.04.20 klo 01.00.00 ap.,98.174,21.951,,,,,
5672,04.04.20 klo 01.30.00 ap.,98.168,22.046,,,,,
5673,04.04.20 klo 02.00.00 ap.,98.171,21.378,,,,,
5674,04.04.20 klo 02.30.00 ap.,98.195,20.996,,,,,
5675,04.04.20 klo 03.00.00 ap.,98.143,21.187,,,,,
5676,04.04.20 klo 03.30.00 ap.,98.159,21.569,,,,,
5677,04.04.20 klo 04.00.00 ap.,98.180,21.855,,,,,
5678,04.04.20 klo 04.30.00 ap.,98.146,21.760,,,,,
5679,04.04.20 klo 05.00.00 ap.,98.197,21.282,,,,,
5680,04.04.20 klo 05.30.00 ap.,98.161,21.378,,,,,
5681,04.04.20 klo 06.00.00 ap.,98.125,21.473,,,,,
5682,04.04.20 klo 06.30.00 ap.,98.131,20.615,,,,,
5683,04.04.20 klo 07.00.00 ap.,98.118,20.043,,,,,
5684,04.04.20 klo 07.30.00 ap.,98.103,19.662,,,,,
5685,04.04.20 klo 08.00.00 ap.,98.073,19.662,,,,,
5686,04.04.20 klo 08.30.00 ap.,98.071,19.853,,,,,
5687,04.04.20 klo 09.00.00 ap.,98.092,20.138,,,,,
5688,04.04.20 klo 09.30.00 ap.,98.119,20.329,,,,,
5689,04.04.20 klo 10.00.00 ap.,98.068,20.519,,,,,
5690,04.04.20 klo 10.30.00 ap.,98.095,20.710,,,,,
5691,04.04.20 klo 11.00.00 ap.,98.069,20.805,,,,,
5692,04.04.20 klo 11.30.00 ap.,98.028,20.996,,,,,
5693,04.04.20 klo 12.00.00 ip.,98.031,21.091,,,,,
5694,04.04.20 klo 12.30.00 ip.,97.986,21.187,,,,,
5695,04.04.20 klo 01.00.00 ip.,97.980,21.282,,,,,
5696,04.04.20 klo 01.30.00 ip.,97.946,20.424,,,,,
5697,04.04.20 klo 02.00.00 ip.,97.915,20.138,,,,,
5698,04.04.20 klo 02.30.00 ip.,97.917,19.948,,,,,
5699,04.04.20 klo 03.00.00 ip.,97.899,18.236,,,,,
5700,04.04.20 klo 03.30.00 ip.,97.900,13.269,,,,,
5701,04.04.20 klo 04.00.00 ip.,97.847,14.421,,,,,
5702,04.04.20 klo 04.30.00 ip.,97.848,15.951,,,,,
5703,04.04.20 klo 05.00.00 ip.,97.834,17.094,,,,,
5704,04.04.20 klo 05.30.00 ip.,97.758,17.665,,,,,
5705,04.04.20 klo 06.00.00 ip.,97.766,17.855,,,,,
5706,04.04.20 klo 06.30.00 ip.,97.732,18.236,,,,,
5707,04.04.20 klo 07.00.00 ip.,97.704,18.521,,,,,
5708,04.04.20 klo 07.30.00 ip.,97.666,18.806,,,,,
5709,04.04.20 klo 08.00.00 ip.,97.634,18.996,,,,,
5710,04.04.20 klo 08.30.00 ip.,97.582,19.187,,,,,
5711,04.04.20 klo 09.00.00 ip.,97.622,19.187,,,,,
5712,04.04.20 klo 09.30.00 ip.,97.619,19.377,,,,,
5713,04.04.20 klo 10.00.00 ip.,97.613,19.472,,,,,
5714,04.04.20 klo 10.30.00 ip.,97.625,19.282,,,,,
5715,04.04.20 klo 11.00.00 ip.,97.619,19.377,,,,,
5716,04.04.20 klo 11.30.00 ip.,97.613,19.472,,,,,
5717,04.05.20 klo 12.00.00 ap.,97.587,19.567,,,,,
5718,04.05.20 klo 12.30.00 ap.,97.593,19.472,,,,,
5719,04.05.20 klo 01.00.00 ap.,97.633,19.472,,,,,
5720,04.05.20 klo 01.30.00 ap.,97.668,19.377,,,,,
5721,04.05.20 klo 02.00.00 ap.,97.694,19.282,,,,,
5722,04.05.20 klo 02.30.00 ap.,97.740,19.187,,,,,
5723,04.05.20 klo 03.00.00 ap.,97.726,19.092,,,,,
5724,04.05.20 klo 03.30.00 ap.,97.752,18.996,,,,,
5725,04.05.20 klo 04.00.00 ap.,97.784,18.806,,,,,
5726,04.05.20 klo 04.30.00 ap.,97.845,18.616,,,,,
5727,04.05.20 klo 05.00.00 ap.,97.858,17.950,,,,,
5728,04.05.20 klo 05.30.00 ap.,97.892,17.570,,,,,
5729,04.05.20 klo 06.00.00 ap.,97.889,17.475,,,,,
5730,04.05.20 klo 06.30.00 ap.,97.895,17.379,,,,,
5731,04.05.20 klo 07.00.00 ap.,97.924,17.379,,,,,
5732,04.05.20 klo 07.30.00 ap.,97.973,17.379,,,,,
5733,04.05.20 klo 08.00.00 ap.,97.973,17.379,,,,,
5734,04.05.20 klo 08.30.00 ap.,98.026,17.475,,,,,
5735,04.05.20 klo 09.00.00 ap.,98.126,17.760,,,,,
5736,04.05.20 klo 09.30.00 ap.,98.127,18.045,,,,,
5737,04.05.20 klo 10.00.00 ap.,98.155,18.236,,,,,
5738,04.05.20 klo 10.30.00 ap.,98.162,18.426,,,,,
5739,04.05.20 klo 11.00.00 ap.,98.170,18.616,,,,,
5740,04.05.20 klo 11.30.00 ap.,98.189,18.616,,,,,
5741,04.05.20 klo 12.00.00 ip.,98.192,18.426,,,,,
5742,04.05.20 klo 12.30.00 ip.,98.164,18.236,,,,,
5743,04.05.20 klo 01.00.00 ip.,98.150,17.379,,,,,
5744,04.05.20 klo 01.30.00 ip.,98.163,16.713,,,,,
5745,04.05.20 klo 02.00.00 ip.,98.172,16.427,,,,,
5746,04.05.20 klo 02.30.00 ip.,98.232,16.713,,,,,
5747,04.05.20 klo 03.00.00 ip.,98.216,16.808,,,,,
5748,04.05.20 klo 03.30.00 ip.,98.243,16.999,,,,,
5749,04.05.20 klo 04.00.00 ip.,98.241,17.189,,,,,
5750,04.05.20 klo 04.30.00 ip.,98.255,17.284,,,,,
5751,04.05.20 klo 05.00.00 ip.,98.268,17.379,,,,,
5752,04.05.20 klo 05.30.00 ip.,98.278,17.379,,,,,
5753,04.05.20 klo 06.00.00 ip.,98.302,17.475,,,,,
5754,04.05.20 klo 06.30.00 ip.,98.221,17.665,,,,,
5755,04.05.20 klo 07.00.00 ip.,98.199,17.855,,,,,
5756,04.05.20 klo 07.30.00 ip.,98.218,17.855,,,,,
5757,04.05.20 klo 08.00.00 ip.,98.212,17.950,,,,,
5758,04.05.20 klo 08.30.00 ip.,98.218,17.855,,,,,
5759,04.05.20 klo 09.00.00 ip.,98.205,17.760,,,,,
5760,04.05.20 klo 09.30.00 ip.,98.250,17.665,,,,,
5761,04.05.20 klo 10.00.00 ip.,98.296,17.570,,,,,
5762,04.05.20 klo 10.30.00 ip.,98.321,17.475,,,,,
5763,04.05.20 klo 11.00.00 ip.,98.380,17.475,,,,,
5764,04.05.20 klo 11.30.00 ip.,98.386,17.379,,,,,
5765,04.06.20 klo 12.00.00 ap.,98.390,17.475,,,,,
5766,04.06.20 klo 12.30.00 ap.,98.380,17.475,,,,,
5767,04.06.20 klo 01.00.00 ap.,98.410,17.475,,,,,
5768,04.06.20 klo 01.30.00 ap.,98.414,17.570,,,,,
5769,04.06.20 klo 02.00.00 ap.,98.423,17.570,,,,,
5770,04.06.20 klo 02.30.00 ap.,98.443,17.570,,,,,
5771,04.06.20 klo 03.00.00 ap.,98.479,17.475,,,,,
5772,04.06.20 klo 03.30.00 ap.,98.522,17.570,,,,,
5773,04.06.20 klo 04.00.00 ap.,98.512,17.570,,,,,
5774,04.06.20 klo 04.30.00 ap.,98.495,17.379,,,,,
5775,04.06.20 klo 05.00.00 ap.,98.480,16.999,,,,,
5776,04.06.20 klo 05.30.00 ap.,98.504,16.618,,,,,
5777,04.06.20 klo 06.00.00 ap.,98.480,16.523,,,,,
5778,04.06.20 klo 06.30.00 ap.,98.510,16.523,,,,,
5779,04.06.20 klo 07.00.00 ap.,98.539,16.523,,,,,
5780,04.06.20 klo 07.30.00 ap.,98.553,16.618,,,,,
5781,04.06.20 klo 08.00.00 ap.,98.539,16.523,,,,,
5782,04.06.20 klo 08.30.00 ap.,98.526,16.427,,,,,
5783,04.06.20 klo 09.00.00 ap.,98.537,16.713,,,,,
5784,04.06.20 klo 09.30.00 ap.,98.535,16.903,,,,,
5785,04.06.20 klo 10.00.00 ap.,98.526,17.189,,,,,
5786,04.06.20 klo 10.30.00 ap.,98.524,17.379,,,,,
5787,04.06.20 klo 11.00.00 ap.,98.534,17.379,,,,,
5788,04.06.20 klo 11.30.00 ap.,98.554,17.379,,,,,
5789,04.06.20 klo 12.00.00 ip.,98.554,17.379,,,,,
5790,04.06.20 klo 12.30.00 ip.,98.542,17.570,,,,,
5791,04.06.20 klo 01.00.00 ip.,98.532,17.570,,,,,
5792,04.06.20 klo 01.30.00 ip.,98.542,17.570,,,,,
5793,04.06.20 klo 02.00.00 ip.,98.548,17.475,,,,,
5794,04.06.20 klo 02.30.00 ip.,98.565,17.665,,,,,
5795,04.06.20 klo 03.00.00 ip.,98.582,17.855,,,,,
5796,04.06.20 klo 03.30.00 ip.,98.560,18.045,,,,,
5797,04.06.20 klo 04.00.00 ip.,98.574,18.140,,,,,
5798,04.06.20 klo 04.30.00 ip.,98.601,18.331,,,,,
5799,04.06.20 klo 05.00.00 ip.,98.605,18.426,,,,,
5800,04.06.20 klo 05.30.00 ip.,98.588,18.236,,,,,
5801,04.06.20 klo 06.00.00 ip.,98.600,18.045,,,,,
5802,04.06.20 klo 06.30.00 ip.,98.596,17.950,,,,,
5803,04.06.20 klo 07.00.00 ip.,98.560,18.045,,,,,
5804,04.06.20 klo 07.30.00 ip.,98.541,18.045,,,,,
5805,04.06.20 klo 08.00.00 ip.,98.564,18.140,,,,,
5806,04.06.20 klo 08.30.00 ip.,98.552,18.331,,,,,
5807,04.06.20 klo 09.00.00 ip.,98.563,18.616,,,,,
5808,04.06.20 klo 09.30.00 ip.,98.538,18.711,,,,,
5809,04.06.20 klo 10.00.00 ip.,98.535,18.901,,,,,
5810,04.06.20 klo 10.30.00 ip.,98.510,18.996,,,,,
5811,04.06.20 klo 11.00.00 ip.,98.484,19.092,,,,,
5812,04.06.20 klo 11.30.00 ip.,98.441,18.996,,,,,
5813,04.07.20 klo 12.00.00 ap.,98.385,19.092,,,,,
5814,04.07.20 klo 12.30.00 ap.,98.326,19.092,,,,,
5815,04.07.20 klo 01.00.00 ap.,98.338,18.901,,,,,
5816,04.07.20 klo 01.30.00 ap.,98.331,18.711,,,,,
5817,04.07.20 klo 02.00.00 ap.,98.295,18.806,,,,,
5818,04.07.20 klo 02.30.00 ap.,98.267,19.092,,,,,
5819,04.07.20 klo 03.00.00 ap.,98.235,19.282,,,,,
5820,04.07.20 klo 03.30.00 ap.,98.235,19.282,,,,,
5821,04.07.20 klo 04.00.00 ap.,98.263,19.472,,,,,
5822,04.07.20 klo 04.30.00 ap.,98.211,19.662,,,,,
5823,04.07.20 klo 05.00.00 ap.,98.188,19.567,,,,,
5824,04.07.20 klo 05.30.00 ap.,98.133,19.187,,,,,
5825,04.07.20 klo 06.00.00 ap.,98.111,19.377,,,,,
5826,04.07.20 klo 06.30.00 ap.,98.101,19.377,,,,,
5827,04.07.20 klo 07.00.00 ap.,98.048,19.282,,,,,
5828,04.07.20 klo 07.30.00 ap.,98.082,19.377,,,,,
5829,04.07.20 klo 08.00.00 ap.,98.062,19.377,,,,,
5830,04.07.20 klo 08.30.00 ap.,98.029,19.282,,,,,
5831,04.07.20 klo 09.00.00 ap.,98.039,19.282,,,,,
5832,04.07.20 klo 09.30.00 ap.,98.062,19.377,,,,,
5833,04.07.20 klo 10.00.00 ap.,98.054,19.662,,,,,
5834,04.07.20 klo 10.30.00 ap.,98.044,19.662,,,,,
5835,04.07.20 klo 11.00.00 ap.,98.010,18.806,,,,,
5836,04.07.20 klo 11.30.00 ap.,97.937,18.711,,,,,
5837,04.07.20 klo 12.00.00 ip.,97.936,19.187,,,,,
5838,04.07.20 klo 12.30.00 ip.,97.902,19.567,,,,,
5839,04.07.20 klo 01.00.00 ip.,97.923,19.853,,,,,
5840,04.07.20 klo 01.30.00 ip.,97.882,20.043,,,,,
5841,04.07.20 klo 02.00.00 ip.,97.836,20.138,,,,,
5842,04.07.20 klo 02.30.00 ip.,97.813,20.043,,,,,
5843,04.07.20 klo 03.00.00 ip.,97.813,20.043,,,,,
5844,04.07.20 klo 03.30.00 ip.,97.793,20.043,,,,,
5845,04.07.20 klo 04.00.00 ip.,97.748,20.138,,,,,
5846,04.07.20 klo 04.30.00 ip.,97.712,20.234,,,,,
5847,04.07.20 klo 05.00.00 ip.,97.700,20.424,,,,,
